seed,score
18,1.1251326347492803
91,1.1254796406802425
124,1.1256237578552017
214,1.1277080482205357
432,1.1277801425214278
95,1.128433011764007
439,1.1285606862482829
103,1.131104698285057
401,1.1338306315547442
177,1.13470380728571
8,1.1348324324286518
433,1.1405826598229805
363,1.1416809150239366
463,1.1430131970978157
312,1.143214781112195
456,1.1449225026227718
489,1.1498132221103177
166,1.1517476087576108
290,1.1565379021233961
193,1.157946063901216
480,1.1635385346660514
126,1.1640862443304414
208,1.1648962006350605
344,1.1665384312239249
196,1.1672378744793799
55,1.1680837026283677
235,1.1680933639585678
419,1.168135446859143
15,1.1720496625104468
77,1.172124361757187
288,1.1727390444454937
121,1.1729784660893061
97,1.174930005743871
337,1.1752974547659267
305,1.177079410059904
321,1.1776953064097053
243,1.1797113279444114
159,1.184157632117766
242,1.1895562474340542
94,1.1899566870805747
442,1.1907286154124568
236,1.1935455763104243
465,1.197988191345202
460,1.1998431398164757
355,1.2007545516546196
309,1.2014031721290266
495,1.2028445688774874
188,1.2068789899005794
253,1.2076517941333837
25,1.2078868508464553
87,1.2098502705476697
36,1.2099764788149974
334,1.2107910226275276
108,1.213062150384498
379,1.217084074021618
351,1.2177924693310531
275,1.2183327788968257
84,1.2187249459534124
140,1.2260109281902523
210,1.2265802430522776
16,1.2286530119563435
100,1.2301490115122211
394,1.2327015116433584
470,1.2329170292124345
218,1.2354544538601955
440,1.2368161002965472
241,1.2386540370317913
92,1.2408988014456712
358,1.2410598112828146
99,1.2413818856856091
4,1.2445722466926847
397,1.2453941500732626
410,1.2460147408963582
325,1.246876930421357
156,1.2479289997971716
423,1.24954601271345
267,1.252992314910983
114,1.2558266495224801
484,1.2615235399553075
459,1.2637083946187724
148,1.2704513103193835
377,1.2725454998303949
37,1.2741420626352906
222,1.2753668969373018
306,1.2757174166745358
120,1.2785302461558903
382,1.2787397264361422
194,1.2797507938780994
438,1.282231808296351
345,1.2825139487492878
393,1.283317091083624
353,1.2874678731854776
93,1.2914390903090316
38,1.291583123633973
412,1.293863776520596
57,1.2946900067842364
105,1.2954516927282778
112,1.2998821131236507
12,1.3004118593180092
297,1.3015806340376357
247,1.3035152662812939
461,1.3039324990995143
277,1.3043716183989196
28,1.3077557313861878
231,1.3080820973258223
116,1.309722283105502
322,1.3107066241078207
273,1.3108444200176947
109,1.3126029510206079
354,1.3135970948429303
450,1.3138351321789634
21,1.31450995525551
88,1.31488602793427
390,1.3176303953916144
422,1.318199142685788
468,1.3195963123564032
155,1.329879320737034
477,1.3330216578454106
429,1.3363289498158815
252,1.3367885127309356
318,1.3380703620386978
153,1.340307278454453
426,1.3407144439898309
301,1.3435062666677158
143,1.3453240668876782
449,1.3508816942145145
445,1.3515951378703797
280,1.3567827777690349
497,1.356855432294016
227,1.3590232090314274
142,1.361936537844851
348,1.3626458442790346
296,1.3642226367425878
462,1.3653873506418797
68,1.366301449772168
270,1.3698800862542275
186,1.3725248247201502
303,1.3753099178635249
179,1.3838110471067322
380,1.3838449105809616
204,1.3870083932199595
300,1.3888223080742912
293,1.390866387350196
374,1.3915332042754676
157,1.3917941563416871
224,1.395629937525572
424,1.3958072654192761
115,1.3980078896390018
436,1.4025014060767873
240,1.4105873148672703
64,1.4113538435673902
420,1.4177595479827385
485,1.420221232335631
369,1.4234329849068217
405,1.4287544974506647
146,1.4293689491339605
62,1.4311928844371706
263,1.4363330176914708
271,1.444536195476942
336,1.445670043774064
27,1.4463754864979703
125,1.4542380981581147
286,1.4566886111023685
138,1.4678709530279022
492,1.4694915574194716
402,1.4811022643789098
294,1.4886433636875473
189,1.4932426738373255
307,1.4942494273876838
491,1.4956643289725384
239,1.5130489045468376
320,1.5145509566822983
85,1.5220001591672871
163,1.5330800323475209
455,1.5354786704032424
147,1.5427641090531101
287,1.5513627699094623
178,1.5576420569438763
276,1.565425180971264
129,1.567737481238439
352,1.5755989117244897
281,1.578300980567008
488,1.578747631628182
328,1.582647881403497
403,1.5964337822732086
487,1.5999350541077861
249,1.6199519372143363
266,1.6278144912521815
370,1.6442872893476987
430,1.6572939560143656
63,1.658488038455081
356,1.6703574124693574
151,1.7142784569970306
117,1.818751056024158
81,1.8669935523522767
