seed,score
109,1.4384408674706202
163,1.4401004899001857
412,1.4404246804793905
33,1.4408762662905537
177,1.4435684225615122
303,1.445170351477054
273,1.4471486318455384
401,1.4494836294783955
484,1.4516893720821669
76,1.4547440524190902
461,1.4595164540839805
394,1.4647070804675542
22,1.4678114382811027
91,1.468126832553053
292,1.4688206192931006
47,1.4690325245481604
364,1.471707656143834
190,1.4722167585359653
455,1.4733792660209624
475,1.4734089436510125
140,1.4752567903937783
296,1.4783860283816186
226,1.4789083162153753
55,1.4791353536469372
234,1.4881344422307266
322,1.4911244955681813
16,1.4913735400858315
350,1.495300809223533
318,1.4975557792287493
95,1.5000629654068196
309,1.5009232223186608
19,1.5022513959574435
327,1.5023654908974546
152,1.5024318861535217
457,1.5046344888941499
113,1.505091064272345
266,1.5089143641040144
314,1.5104243456928936
388,1.5124527282102203
306,1.5127974177965395
307,1.5177559787592658
371,1.5185711164371853
214,1.5197530230621201
37,1.5220377977341166
356,1.5246245230862296
398,1.5256610786176754
374,1.527206281720826
402,1.5285383718213423
255,1.531620930232813
74,1.5396787016105344
381,1.548444163302253
477,1.5527040301284831
44,1.5527250848774568
280,1.5582941606940113
116,1.5591758215524085
87,1.5639938927902928
485,1.565598343163557
348,1.568523596042486
376,1.5699397509019262
124,1.5707705542404757
450,1.5709789963747627
442,1.571902890447259
414,1.5773404677301281
488,1.585011875095891
436,1.5853169071728843
312,1.5895749770408951
117,1.6014372213126244
31,1.612800356572989
422,1.6130050866199366
245,1.6161255860982895
146,1.6187271765670277
361,1.631739393419339
192,1.631991474917041
271,1.633708361859611
383,1.634157574170513
354,1.635983890773836
497,1.636507095678648
231,1.6385402603420087
420,1.640166565372627
390,1.6465442411440314
275,1.6505894196551854
321,1.6762879439162206
121,1.6828332228775698
426,1.6833506440714
334,1.6848764963747627
336,1.6970625644170036
143,1.6975686239879366
456,1.6981957652341058
249,1.6988276315189612
468,1.7267283193825258
35,1.7305678528140531
462,1.7430301799577423
257,1.7516057699793532
27,1.7528516285512643
351,1.7556929406285209
151,1.7777524366460193
148,1.7828026200887241
270,1.784061466971765
120,1.797265355268868
293,1.8015874509913508
105,1.8027993903398607
194,1.8046553187206027
301,1.828887225937324
40,1.8437426478807488
353,1.854227022680746
424,1.8583135393734953
189,1.8637260536859501
352,1.8774153472907158
263,1.8780058986489743
491,1.8929124059389013
85,1.8944727842545472
281,1.9288171176952784
129,1.9481510945411036
81,1.9857076335682944
252,2.054220014454921
373,2.0640039065109614
88,2.2343150876391245
178,2.301177033793173
